id	is_hotel	country	currency	city	cityarea	name	abbr	tel	good_for_family	accept_credit_card	parking	outdoor_seating	wifi	wheelchair_accessible	price1	price2	lat	lng	timezone	locale	cdate
423ef1d8991720d9e5a4563486caf244f67217a3	0	tw	TWD		West District	Crystal Pavilion	53E52D42863FBA0D1EC4C22E6B70D4E24BF5C5B8	C0BD741CFAE41C274A8FD249CC8AD57445F3AF54	0	0	0	1	1	1	1093	824	25.100000	122.100000	Asia/Taipei	zh_TW	04/20/2023 2:24
37bc2dc7ba997ee4eda2fd351f623c3136200530	1	tw	TWD			Golden Dragon	DA4C97296AA34C21F735B9BD865672B8AE1856E5	32E526BFF5D072F26D4DDF931654BA3AD26C8057	1	1	0	0	0	0	685	1689	25.000000	121.100000	Asia/Taipei	zh_TW	03/03/2023 2:57
0914280fcd79b3afec36c7b54b08c21131e06bb2	1	tw	TWD	Taichung City		Velvet Lantern	6F7241855F1E8FE5DBFAFDC471A83C9753CA3333	CB09A9014586ACF37DB1439396456783DF60C22B	0	0	0	1	0	1	600	1631	24.400000	121.400000	Asia/Taipei	zh_TW	09/10/2023 10:45
7d8b0c937e0b0b737a6bbed98bed032398de238c	0	tw	TWD	Taichung City		Silk Pagoda	76C0D177396C34D65595F70E7DBCF22D6FFE2079	107382A896D2E53793C4AB366877A0931B410B8F	0	1	1	0	1	0	628	1779	24.600000	121.300000	Asia/Taipei	zh_TW	07/04/2023 11:26
b25b01d2e9f3907663ec85eb631dd38941878b52	0	tw	TWD			Bamboo Court	9037CD044ADA52C3EFE8B0D6B7C22F6919E06EFF	2B51E00D6FE7F31E7EB175310F956CDF5B4E15E3	0	1	0	0	0	0	823	656	24.400000	121.400000	Asia/Taipei	zh_TW	04/02/2023 10:47
7537aad4932aa1ee499983591dbbc49c4332ab6d	0	tw	TWD	New Taipei City		Hanabi Sushi	DD412BCB0A9226E5B85E4EFE863385BCA498D729	6E2E2FD69F60A6D965BBD29BED30D8EB2F85CBEC	0	0	0	0	1	1	807	983	23.500000	122.300000	Asia/Taipei	zh_TW	10/19/2022 4:11
8479de06691a840a41701feb28b1a9139c112cd8	0	tw	TWD	Taipei City		Golden Dragon	66F5896F0034BAFD2A0AC554A4752F3BA7654651	C631136A0E99E394937BBEC6E452A565F48AEA0E	0	0	1	1	0	0	427	904	24.300000	121.600000	Asia/Taipei	zh_TW	03/22/2025 10:20
67363aad1862091ce9087e87166695524dc404c3	1	tw	TWD		East District	Kyoto Garden	A53D16B18CCE572B6879CE91EE22783EC9CABDC3	233A10FB2035C0F10FF0995E23F1A14BA7A368C0	0	0	0	1	1	0	885	736	24.800000	121.100000	Asia/Taipei	zh_TW	10/03/2022 5:12
78b66cd1faa827bd2248fc4312bdcd5ae388d5b7	1	tw	TWD	New Taipei City		Jade Garden	E17358EC6F68D1512CEF18A2C634C1BBB75AA364	F545543E0CB9F723574FFD9CB47AAE1679FF3393	0	0	0	1	0	0	586	1367	25.400000	121.500000	Asia/Taipei	zh_TW	11/25/2022 19:6
ca1348fa18dd19e4dd83aada091d5675cbde120c	0	tw	TWD	Kaohsiung City		Crystal Pavilion	D06B0F3B982CD1261C5FC59F23B6C58EEAF6B6F7	CBE777D7B4E86C27066C266BF60F045009BDC146	0	0	0	1	1	1	456	737	24.500000	121.100000	Asia/Taipei	zh_TW	01/12/2024 7:15
c460d6b5860c01ad97d3ef5d9886548361e5c78e	0	tw	TWD	Taichung City	East District	Yamato Kitchen	647FD08AA5A170B1FD64E0C8234ECCD4A761BEED	1ABABFE7E4BB668ADCF5BCCD667BD25434B73C0F	1	1	1	1	0	1	527	1025	24.200000	120.800000	Asia/Taipei	zh_TW	12/25/2024 4:15
f4cb6c249a0345ee69a1e5c8f6a49f59e576e53e	1	tw	TWD	Taichung City	East District	Crystal Pavilion	D04EA5A1FF2B5738628844E7BB6BAB95D06510EE	B8C05ABA2358B9D0385498C52EBFD086958FB46B	1	1	1	1	0	0	520	1093	23.800000	121.000000	Asia/Taipei	zh_TW	11/30/2024 11:23
0910c78fe8e7c954d44f5c82fb254393d7affeeb	0	tw	TWD	Taichung City		Imperial Palace	F49DB3F5EB6A896000EF41559BA76AA56A5A9B41	0E91ED9F6CBB75347BDA5FE90EDFD2628A374CC1	1	1	0	0	0	0	999	1940	23.500000	120.600000	Asia/Taipei	zh_TW	04/01/2023 10:28
345888d72223a0ff76b3e8b1d3b342b578523aae	1	tw	TWD	Taichung City	East District	Crystal Pavilion	858FCBAE88DCCE118663090384448054E6910C4E	EA5B1D74A722B304733BB0DF16877A7F501AD876	0	1	1	0	0	1	693	1640	24.600000	121.400000	Asia/Taipei	zh_TW	09/14/2024 8:34
1af1dcee677fdc5086f51f8d6ef05eb64421e835	0	tw	TWD	Taichung City		Velvet Lantern	1717692D4EC58080024E0726CC58EE73ECB46503	05F62EAAB1710784A37216A5E2DAE8AD1B6F6EAC	1	1	0	0	1	1	1063	1236	23.900000	122.200000	Asia/Taipei	zh_TW	09/13/2022 17:23
6e3ecd6b4fee52a63e3f3b9fa9643a4d512aa738	1	tw	TWD	Taipei City		Bamboo Court	D4C54FBFF7E874F322BB7344D61419ABA80CB42B	B0B42782133558E63B9DD34DACFC99828B6FE0BE	1	1	0	1	1	1	927	1390	24.400000	121.700000	Asia/Taipei	zh_TW	12/10/2023 1:31
29fb87c1f45e80d6cc34fbb677f18ac9231dfb54	1	tw	TWD	Kaohsiung City		Imperial Palace	74914C936BEFEA4EDE4E1DFF75BDB40EBF58F268	B8F35740358A0959BB00C7C434CF957AA50A4255	1	1	1	0	0	0	409	909	25.300000	122.300000	Asia/Taipei	zh_TW	01/25/2023 16:4
0e463945fb3c78122b3a5cc8aba1fc2e401d64f4	1	tw	TWD		Wuri District	Golden Dragon	2821CA4EC3F374F066D487344463E1E5EF47B602	8A2FC8EE7756B7678520F573F0376B860FD7BDCD	1	0	1	1	0	0	825	1160	25.300000	120.600000	Asia/Taipei	zh_TW	11/05/2023 8:7
898de6bef7a3ee9fd75868c02841a93d0b23943e	0	tw	TWD			Fuji Steakhouse	116E2DD6182BB451EC23A0D45ACBD94729559199	C63AC0431B39364E28AC91B024557DC6151DA2A1	1	0	0	0	0	0	1024	1002	24.100000	122.300000	Asia/Taipei	zh_TW	04/23/2024 22:5
efe40554e4bb32c5ad0863b5ac4f7c4d019a619c	1	tw	TWD			Silk Pagoda	CDFC7A994DBA798A314452E44570B5EDC8106E06	25545B7F0664F28A51A1B9EF2568184A2D19FA3C	0	1	1	1	0	0	566	1500	24.900000	121.400000	Asia/Taipei	zh_TW	07/02/2023 8:35
28b105dee1e0f17c86b618c52106e1b40b1cf16b	1	tw	TWD	Kaohsiung City	Main City Center	Kaizen Noodle	45E9A14DB15E3F0D9313D90A11F6895FF70A5BC2	C1EA7E934273D7F71A58CFF9D7100FCA01E9D347	0	0	1	0	0	0	352	1510	24.600000	122.100000	Asia/Taipei	zh_TW	05/01/2023 11:18
74a9f4baceb6cd8887fbf6854357624c314eb36d	1	tw	TWD	New Taipei City	East District	Akemi House	F65814F37C725463E420A457349DC96D248D0642	E0B7603531F41BE4EE2EA471FB22405E71799A97	1	1	0	0	1	1	409	1951	23.900000	120.900000	Asia/Taipei	zh_TW	02/01/2025 10:23
b536edd0e67e271de4b6883a5f980b60f5cb1b46	1	tw	TWD		Main City Center	Kotetsu Grill	CC99BF2C8A646135C5BA7213EFF8CA64017674A6	83F3861E8CD4709F3A26AB696CF132E41F86D59D	1	1	1	0	1	0	535	912	23.700000	121.600000	Asia/Taipei	zh_TW	01/12/2023 1:18
f1c055b121b578ad4291413345d54230f5c97ee3	0	tw	TWD		East District	Silk Pagoda	009B9C9F5D45F275FA82630D8B5E8141CC85EC81	89334E6E20E5E3F8D12EE450DE510A7747618648	0	1	1	1	1	0	545	2004	24.800000	122.100000	Asia/Taipei	zh_TW	07/07/2024 6:7
bf0bfef455f6902188bdeb405cfab901d8158b41	1	tw	TWD	Kaohsiung City		Yume Bento	7A95862CE9D91B43E8FD7D507D48F499ED796B46	2C08A4BE4444FC7CE637DBA68DA4BA929C510689	1	0	1	0	1	0	777	1281	24.000000	121.400000	Asia/Taipei	zh_TW	11/11/2022 20:31
8e9ac324744ac804efe330945a5448ba53bdabd3	1	tw	TWD	Taipei City	Wuri District	Miyabi Sushi	A691230963A444983B4811E2E0C812AD36A78B46	BD26A149888F8F1ED960D2A2660ACAA5A2E12E6B	1	0	1	1	1	0	532	1669	25.300000	121.900000	Asia/Taipei	zh_TW	07/06/2024 19:10
71c006da2e46196b609b5addb0657d9c2e7b24e1	0	tw	TWD	Taichung City	Main City Center	Silk Pagoda	AACCCBFE87180CFB5263A56DCCB065098A4B5478	4ACF750FDDA8A940A87FB87018733DF8B577B8CE	1	0	1	0	1	0	508	847	25.200000	121.300000	Asia/Taipei	zh_TW	11/17/2022 17:32
e554cc8b0d97ca297307bb6d35e4840bdbc928f9	0	tw	TWD			Golden Essence	CEED30AA169FE6718E40034444A93DF01A2DEE7E	6FDC31061288310F734AA2AE6531863421B71F17	1	0	1	1	1	0	725	1180	24.600000	121.700000	Asia/Taipei	zh_TW	05/03/2024 7:42
35cd38dcfdc6da9b3d940e33fb5b81d5c5c015d4	0	tw	TWD	Taichung City	West District	Silk Pagoda	AF5EDA0B0C3CC1C1BB1D375BAE2C3C272BB95434	DFDD272EEACABD20565CA313233D3ACE8AA93461	1	1	1	1	0	1	475	1672	24.800000	121.700000	Asia/Taipei	zh_TW	11/16/2022 11:1
45a49c361ab823415e2d338e8361f5584d5a72e0	0	tw	TWD	Taipei City		Golden Dragon	737B7F9E85DE1BB98D5331BD12CD865C5D18359A	5EBEA10840A0976BBC136A53F7CDBD78B5CEA6B5	1	0	0	0	0	1	1021	1702	23.900000	120.700000	Asia/Taipei	zh_TW	11/25/2022 0:9
02cbea8f761597b09051da3ccb382cc087563b97	0	tw	TWD		East District	Crystal Pavilion	68851C48B6AA5C68A0E6A322D783860E638BFE73	FCECA720EC9A7D2F9411638561691C121881A6DC	1	0	0	1	1	0	797	1756	25.300000	121.100000	Asia/Taipei	zh_TW	03/24/2024 16:23
de0fd639ee4c2bbb373e630ef4c11b51f18e7c64	1	tw	TWD			Golden Dragon	2F6A6CAEE55BE8839A314CED243118F3E534044D	5040582D53B52593DFC26CC080848CB758EFE61C	1	1	0	0	0	1	959	1321	23.600000	122.200000	Asia/Taipei	zh_TW	10/16/2022 3:28
3be8f6b8082051a283b796d03b9059f635f03409	0	tw	TWD	Taichung City		Golden Essence	64C2DAF08A7CD5CEA620EFCE0CEDDD96491E0789	BC9B442D2E72BDDC0AAE6D2014B1F5866B1C6F58	0	0	1	1	0	0	547	1426	25.300000	121.000000	Asia/Taipei	zh_TW	04/05/2024 5:46
4f6142015a7b456a582f804db683f3b67c62ea5a	1	tw	TWD	Tainan City	Main City Center	Crystal Pavilion	C9960E17B198C38475DC71771C042C5AE94CD35B	095D7A83B575CDBBA02F0D8E065CAD8A169D248F	1	1	0	1	1	1	867	1941	24.500000	121.600000	Asia/Taipei	zh_TW	12/06/2023 9:46
a4cfe1660caf743deb6a318a1005276825e24f89	1	tw	TWD		East District	Hana Sushi	4A722F93B4FA05BF29F013952E149A5D2BB0CFAA	8C1CF604B3AAD9D857E67F971506DD4866B727D5	1	0	1	1	1	1	444	961	25.200000	121.000000	Asia/Taipei	zh_TW	12/06/2023 9:48
da495840e4a1a753ca6f225101b51060ec16b5dd	0	tw	TWD	Tainan City		Golden Dragon	AE9D4369F61DE9B263E431E74DAB81D7A4E7FC4D	8B3A550DCB38F32F14AE079C8F42A8ACB1E74EFD	1	0	0	1	1	1	759	831	24.900000	121.400000	Asia/Taipei	zh_TW	12/31/2023 11:37
29a4a2cb70762a69feac9289e1f423e7e1b43040	0	tw	TWD		Main City Center	Koji Bistro	7F1B261AAFA83B8CCF75B429104C3FC05CF3ABFD	A0F68FE2547FB50723961DFDA0A2549E749B6957	1	1	0	1	0	0	1058	934	25.400000	121.300000	Asia/Taipei	zh_TW	10/01/2023 17:15
77720c144b6c0d2e9b269079310f14f8a84b5609	0	tw	TWD	Kaohsiung City		Silk Pagoda	9B69EEDD77D87CEA167D2BC28713F70BC0F80D5B	449795A5E8CBD8D31D21AB10F2BC99B8245115DB	0	0	1	0	1	0	733	1074	24.000000	121.000000	Asia/Taipei	zh_TW	09/20/2024 2:23
8cbc3c0afa7d39e867e8cefd1fe244d465c998dc	0	tw	TWD			Velvet Lantern	1A750E885972CC0D91C54A07D7B8755DD91777A3	1625E5F96D8ECF302675BF03B82983044B98C75E	0	1	1	1	1	0	979	1125	25.300000	121.600000	Asia/Taipei	zh_TW	10/25/2023 19:4
a72fc059d974d62fe86108aa195c8604677de24a	1	tw	TWD	Tainan City	Main City Center	Velvet Lantern	D0DAEA8AF6F4B3A3959FF14EEBDD6CACEBBA1CAF	03BED8588B590EF410D83A9EC305E24ABA4CFBE3	0	0	1	1	1	1	903	1650	24.300000	122.000000	Asia/Taipei	zh_TW	09/01/2022 0:44
2f1ce4f8328cee37d9fe33cd1f443adc4371dadb	0	tw	TWD	New Taipei City	East District	Mori Hibachi	391D9CF48E580A8C60E6E493FC115F99FBBC0A45	65B46281C92FD2A0223FAE41DC4E2893982DB265	0	0	0	1	0	0	378	954	24.700000	122.200000	Asia/Taipei	zh_TW	02/08/2024 4:27
02120069271297cad74f45aa4d0040ddb1e722d8	1	tw	TWD		West District	Crystal Pavilion	696B1216F724162BEA6E77F676529E312AD3A6F1	1B2C735AD38FE1C6DA833300E59958702F9C66FC	0	1	0	0	0	0	355	1998	24.400000	122.400000	Asia/Taipei	zh_TW	09/06/2024 19:50
ff6a2f67278d8d92304dba4a85cfac61da9d342b	0	tw	TWD	Taipei City	Main City Center	Jade Garden	3D56A325BD1F335C4BB141000FD6F1E9A3D2D3F7	A4FE9371D38C2893FB559AE490658A2C63626B14	1	0	1	1	1	0	1052	899	24.000000	121.500000	Asia/Taipei	zh_TW	04/29/2024 21:9
f0bed5705d0a42216abe810f7034b8334c204b4e	0	tw	TWD	Tainan City		Ichiban Ramen	471FE8CDF01141254CDA449645A3DD2CD06B34CD	34268B157FF8B5FF7B665F4E848FED110C379377	1	0	0	0	1	1	392	1402	24.000000	121.900000	Asia/Taipei	zh_TW	09/05/2022 18:12
47d15d6c15490707d4e694e9f436054eddad1249	0	tw	TWD	New Taipei City	East District	Golden Essence	0B6457DFDD2B864D2BC2CF384994D5AA952A7D60	0B87ADEC8CFF4063C0B59952C16DAD38295ECEE4	0	1	1	0	1	1	825	1960	24.100000	122.000000	Asia/Taipei	zh_TW	09/21/2024 2:15
01a8e11db57d6aacbd396ed9696596c8e2bd9e9a	1	tw	TWD	Kaohsiung City		Akira Ramen	F3ED9ABDCF537B873B4003F60E250DBC07C71F6D	7B50D955B650B0DACBF8455BB349361C6E15AEEF	1	0	0	0	1	1	671	1835	24.900000	121.500000	Asia/Taipei	zh_TW	09/04/2024 9:4
443ac459bef0d58426a1d50494b206f5b86a2654	0	tw	TWD	Taichung City	Main City Center	Golden Dragon	5E1E416A750486B02A2F3F83D5E3D30E262FD9A2	8B639E7BEB0E60B733FEB77FC631FE98033A9141	0	0	0	1	1	1	1070	2088	23.500000	120.600000	Asia/Taipei	zh_TW	02/03/2025 8:43
9ef5841323c898b5e045237c71689cf4cac01825	1	tw	TWD		Main City Center	Crystal Pavilion	F8C95DDF7857E1E0C939AB2577A2DC362F2AB8CC	07F7637E9008FB343CD7289CA57EAA42A8DE087C	0	0	1	0	1	0	585	1550	23.600000	121.700000	Asia/Taipei	zh_TW	09/13/2022 3:4
07ab32fc439ca4090d586771523b8389a25c1250	0	tw	TWD			Miyabi Sushi	130BDAD7E9AD736951FF0511321467089480BA9C	A0462B0CC30D731738E2E5E901420E28CF77E006	0	1	0	0	0	1	602	1978	25.200000	121.100000	Asia/Taipei	zh_TW	09/10/2024 6:40
526f06a28ceef12131d13ba71420dc9e06de70c7	0	tw	TWD	Taichung City	East District	Miyako Sushi	ED341338CC62893FFB82E50CBEF847BB2011280F	D8557AA50747F6A819E20E3B909DBFEE3D2E6660	1	0	0	1	1	0	479	1548	24.800000	121.200000	Asia/Taipei	zh_TW	12/14/2024 0:26
2e40cdbd37b32c2745e7aa65b4f4d1a963add168	1	tw	TWD		West District	Velvet Lantern	A492E55FD07975FA6B0AAD9E0F17028AFA8B2BCB	CA22BEC444112A92C11622C507E53FFC304424D5	1	1	1	0	0	1	760	1442	23.900000	121.000000	Asia/Taipei	zh_TW	04/30/2023 5:18
95e83dec45b8f765d9066fc66168f03f21ff067d	1	tw	TWD	Kaohsiung City		Velvet Lantern	598F1BC932F36182FE0F08E219A4F6622E4FC20D	3CA9F07FAE5F1CE6C7073769740F7D3CC678710F	0	1	1	1	1	1	980	1219	25.100000	122.000000	Asia/Taipei	zh_TW	09/24/2024 6:10
bd3e295f85a37c56601f1c963a87ca2c30201634	0	tw	TWD	Taipei City		Golden Dragon	8CE738AD94D9136C601EB8E7EA4ACB07317E7C0A	E072E2CA78FAE130596DD83AD3B7C57A305E3026	1	1	1	0	0	0	959	1007	24.200000	121.000000	Asia/Taipei	zh_TW	04/15/2024 13:25
a223ed0052583faf7bca82903cae6e053de1786a	1	tw	TWD	Taipei City	East District	Oishi Express	901730E9D4CEB0B1242F690A5CE25C4D9576F1FF	95799FE668117E7D6AB2B72DC49261F8DA603003	0	0	1	0	0	1	880	2104	23.700000	120.500000	Asia/Taipei	zh_TW	11/19/2022 16:24
2b270e73d945e4b7e5885f5d88e70d995540c792	1	tw	TWD		East District	Sakura Garden	25D4EC0DA259051173C7A1A0FBEA873F40CDED23	AD904877B587EB2707F57C765C7D6A2E30C67FDE	1	0	0	0	1	1	623	1424	23.900000	121.500000	Asia/Taipei	zh_TW	08/26/2023 13:30
1970634aa506747acf97028f90cd003b3c1c5cd0	0	tw	TWD	New Taipei City		Kyoto Garden	9BD2979EABA03A08A4894F3BC6BDBB5FB4698AEC	5D604DEF1E686DE95EEAEF216FF527C291336764	1	1	0	0	0	1	712	1620	24.800000	120.600000	Asia/Taipei	zh_TW	07/05/2024 21:39
df797fa01334e9701f1052619da779f70d512bdf	0	tw	TWD	Taipei City		Golden Dragon	118DA70D276E142FA95B3239D45F2BE5C1E9A4DE	093B80864791B9025E285086F1AAA3C275C4A34C	0	0	1	1	0	1	733	1609	24.900000	122.000000	Asia/Taipei	zh_TW	10/05/2024 15:52
f2b627d596442761c849d6cbaa723408bf9538ed	0	tw	TWD		Main City Center	Golden Dragon	00EBA97C6BB6BD1A4E20C03B2344463E38729FC1	2E17403AA638FB4AAA002BF85044759F689DB8A8	0	1	0	0	0	0	639	1751	25.100000	121.500000	Asia/Taipei	zh_TW	04/11/2025 0:14
9dd609f796670feb0b64b36c4c926176bad5e9fc	0	tw	TWD	Taipei City	East District	Imperial Palace	2715A3782C49C74D8E585678A44F5E7B110D4FDF	85A35AC268C8E37397A27543BC12F9973DE5D060	1	0	1	0	1	0	886	736	24.400000	121.500000	Asia/Taipei	zh_TW	06/15/2024 20:28
cdfc869156cd369bca03b831461f5f27e6ddd2b2	0	tw	TWD			Golden Essence	50BE6A27E3FA2E2CCB881A73C25C46D412699A6A	681D8C19CFCBECDFECC6437ECC68D8AAF765CDC8	1	1	0	1	1	0	1030	1696	24.800000	122.300000	Asia/Taipei	zh_TW	09/25/2022 13:35
933a6629a2e99c42f60251f36b1c802721252e02	0	tw	TWD	Taipei City		Jade Garden	D8ACFA5786FAA203D486C4CC6FFA908D4B50814B	2394C4BF542960F85D421EE0E711E983EF95E45D	1	0	1	1	1	0	386	1787	25.000000	122.100000	Asia/Taipei	zh_TW	05/29/2023 19:38
17fe365da1afd8fed7ffa4d4360c7b560d09dc02	0	tw	TWD		Main City Center	Imperial Palace	41ACBF2073F42CB648343F57A3279F5B910A792B	0B912B5BE3A1BC8A1700CCBA349E1B693CF24BFB	0	1	0	0	1	1	828	644	24.300000	122.200000	Asia/Taipei	zh_TW	01/02/2023 18:1
06099ee12711458bb51a755ebffd411ca6433c85	1	tw	TWD	Kaohsiung City	East District	Mikado Izakaya	97F41521E2914659E64E945BEC886CEA0469FFC4	0FB91D56B5B15F62069D8F16489700F90218B271	0	1	0	1	1	1	536	1061	24.400000	122.200000	Asia/Taipei	zh_TW	07/14/2024 21:58
695fe292719bf4ac157af8dc401820fe99f9282e	1	tw	TWD		Wuri District	Silk Pagoda	18C481D5FCA9FE5556528ED16442F2134DFE0EEF	2BE4F59DC438902982DB591994956BDD662BED95	1	1	0	1	1	0	882	1457	24.000000	121.100000	Asia/Taipei	zh_TW	06/27/2023 5:13
e6123cf9748d5fde7e2149251b0fa35dedd5c6ae	0	tw	TWD			Golden Dragon	72B3523DF5B0B3776896FD94C24A1A64476B7970	7E2423FB15974BE6AF354B9BFDE63FB00DF14440	0	1	1	1	0	1	698	1137	23.800000	122.000000	Asia/Taipei	zh_TW	08/17/2022 8:22
6d832e6188b7fc969dece7af41266a816d66695b	0	tw	TWD			Silk Pagoda	FCC8F63CFCA5453CB9A2373C0A16A06324600320	F02FA73564F33CE1991E1AE804885C31E9269A8B	1	1	0	1	0	0	973	1558	23.900000	120.600000	Asia/Taipei	zh_TW	12/18/2023 9:48
7c282a8a9917f3fc9f8c6012e567cdf40fd36b3a	1	tw	TWD	Taipei City	West District	Crystal Pavilion	BC9291E2B6E19B5BEC5D799755C4572614266438	4CA43AD071457868FEF4279E62B3A8F141AE4710	0	0	0	0	0	1	335	634	25.400000	121.700000	Asia/Taipei	zh_TW	03/10/2023 10:38
21fcf186dcee1a514488f6ee5687cb48b824807a	0	tw	TWD	Taichung City		Golden Essence	10F6FB9237D3223E3B7D0E45F63313770F5820D3	637C1A5B449B39E98EB8824C9FDE44D2F3782458	0	1	0	0	0	0	476	781	24.500000	122.300000	Asia/Taipei	zh_TW	12/09/2024 23:29
c1d948a9cb93516814a49c8d6f9efaf6d067a024	1	tw	TWD	Taichung City		Sakura Sushi	CD60FDE33A0656FA78DC98DC1993CFFE41A4B7E8	95711C119F072FFDF98EBEA8308245653B02B2F3	1	1	1	0	0	0	636	2158	24.000000	122.400000	Asia/Taipei	zh_TW	03/21/2025 5:25
ca9c760ccc0d374d8a8a0dae1eb9c71114809029	0	tw	TWD	Kaohsiung City		Kiku Japanese Bistro	C49E3320DC51B738939A443E6AF850DAA7C153FC	7C53395546F64B1CE12036B4354E547BF13A7CBC	0	1	1	0	0	1	718	1056	23.900000	121.000000	Asia/Taipei	zh_TW	03/23/2025 1:16
